age,sex,education,race,hispanic,enrolled,full_time,school_level,labor_status,weight,usual_hours,female,race_group,employed,college_enrolled
24,1,39,1,0,0,-1,NA,4,34142616,NA,0,White,0,0
20,2,40,1,0,1,1,College,1,27470771,30,1,White,1,1
19,1,39,1,0,0,-1,NA,1,28841199,10,0,White,1,0
23,2,39,1,0,0,-1,NA,1,28202800,35,1,White,1,0
19,1,39,1,0,0,-1,NA,1,26095213,40,0,White,1,0
20,2,40,2,0,1,1,College,7,34524698,NA,1,Black,0,1
19,2,39,2,0,0,-1,NA,7,24875507,NA,1,Black,0,0
23,1,39,1,0,0,-1,NA,1,23180094,40,0,White,1,0
20,1,35,2,0,0,-1,NA,1,45062554,25,0,Black,1,0
21,1,40,2,0,1,1,College,1,45062554,25,0,Black,1,1
22,2,40,6,0,1,1,College,1,32986685,35,1,Other,1,1
19,1,39,1,0,0,-1,NA,1,24351250,60,0,White,1,0
19,2,40,2,0,1,1,College,1,36795359,16,1,Black,1,1
18,2,37,2,0,1,1,High school,7,36795359,NA,1,Black,0,0
21,2,40,1,1,1,1,College,1,34805034,12,1,White,1,1
22,1,40,1,1,1,1,College,1,31508043,28,0,White,1,1
18,1,39,1,1,1,1,College,1,41107305,10,0,White,1,1
23,2,43,1,0,0,-1,NA,1,42867685,40,1,White,1,0
23,2,39,6,1,0,-1,NA,7,14655306,NA,1,Other,0,0
19,1,39,6,1,0,-1,NA,1,12433878,40,0,Other,1,0
19,2,39,1,1,0,-1,NA,4,10836337,NA,1,White,0,0
19,2,40,1,0,1,1,College,7,8053954,NA,1,White,0,1
18,1,37,1,0,1,1,High school,7,9571734,NA,0,White,0,0
18,1,39,1,0,1,1,High school,1,8568378,20,0,White,1,0
22,1,39,1,1,0,-1,NA,1,8095949,40,0,White,1,0
22,2,39,1,1,0,-1,NA,2,7210259,40,1,White,1,0
20,2,43,1,0,1,1,College,1,10196085,40,1,White,1,1
23,1,44,1,0,0,-1,NA,1,3758002,40,0,White,1,0
20,2,40,1,0,1,1,College,7,4689816,NA,1,White,0,1
19,2,38,3,0,0,-1,NA,7,4467618,NA,1,Other,0,0
19,1,40,1,0,1,1,College,7,3500678,NA,0,White,0,1
23,1,39,1,0,1,1,College,7,3578511,NA,0,White,0,1
22,1,39,1,0,1,1,College,7,3578511,NA,0,White,0,1
20,1,39,2,0,0,-1,NA,7,6790095,NA,0,Black,0,0
23,2,43,2,0,0,-1,NA,1,5950126,40,1,Black,1,0
24,1,43,1,0,0,-1,NA,1,5533170,40,0,White,1,0
20,2,39,1,0,1,1,College,1,5417964,16,1,White,1,1
21,2,39,1,1,1,1,College,3,5364129,NA,1,White,0,1
20,2,39,1,0,1,1,College,7,5417964,NA,1,White,0,1
22,2,43,4,0,0,-1,NA,7,5652992,NA,1,Asian,0,0
23,1,43,1,1,1,2,College,1,3386557,40,0,White,1,1
23,1,40,2,0,0,-1,NA,1,56653725,40,0,Black,1,0
22,2,43,1,0,0,-1,NA,1,57329584,30,1,White,1,0
18,2,37,1,0,1,1,High school,1,63100843,15,1,White,1,0
20,2,40,2,0,1,1,College,1,71056947,20,1,Black,1,1
20,2,39,2,0,1,1,College,7,71056947,NA,1,Black,0,1
18,2,37,2,0,1,1,High school,7,100745216,NA,1,Black,0,0
24,2,43,2,0,1,2,College,1,78849459,40,1,Black,1,1
24,2,43,1,0,0,-1,NA,1,58406289,40,1,White,1,0
18,2,37,2,0,1,1,High school,7,64489905,NA,1,Black,0,0
21,1,39,1,0,0,-1,NA,1,54784237,40,0,White,1,0
21,2,39,1,0,0,-1,NA,1,55358163,40,1,White,1,0
20,1,39,1,0,1,1,College,7,53550691,NA,0,White,0,1
19,1,39,1,0,1,1,College,7,44401513,NA,0,White,0,1
20,1,39,1,0,1,1,College,7,53550691,NA,0,White,0,1
21,1,39,1,0,1,1,College,1,53550691,20,0,White,1,1
21,1,39,3,1,0,-1,NA,1,80385575,36,0,Other,1,0
22,1,39,1,0,0,-1,NA,1,58432180,40,0,White,1,0
24,2,43,1,1,0,-1,NA,1,58457637,40,1,White,1,0
21,1,43,1,1,0,-1,NA,1,61256305,30,0,White,1,0
18,2,39,1,1,1,1,College,7,74555247,NA,1,White,0,1
24,1,44,1,1,0,-1,NA,5,53995395,NA,0,White,0,0
20,1,39,1,1,1,1,College,7,42504736,NA,0,White,0,1
20,1,40,1,0,1,1,College,1,56854891,20,0,White,1,1
23,2,40,1,1,1,1,College,7,54213774,NA,1,White,0,1
21,2,40,1,1,1,1,College,7,54213774,NA,1,White,0,1
20,1,39,1,0,0,-1,NA,1,77007291,NA,0,White,1,0
20,2,39,1,0,0,-1,NA,7,64939324,NA,1,White,0,0
22,1,39,1,1,0,-1,NA,1,39851149,40,0,White,1,0
24,1,39,1,0,0,-1,NA,7,56732511,NA,0,White,0,0
23,2,42,1,0,1,1,College,1,61165287,50,1,White,1,1
18,1,39,1,0,1,1,College,1,54282748,18,0,White,1,1
21,2,39,1,0,1,2,College,1,53914041,30,1,White,1,1
23,1,39,2,0,0,-1,NA,6,64345349,NA,0,Black,0,0
18,1,36,1,0,0,-1,NA,7,49171353,NA,0,White,0,0
18,2,39,1,0,1,1,College,7,63040032,NA,1,White,0,1
22,1,39,1,0,0,-1,NA,1,57263309,40,0,White,1,0
24,1,40,1,0,1,1,College,7,50069237,NA,0,White,0,1
22,2,39,2,0,0,-1,NA,1,57123932,40,1,Black,1,0
22,2,39,2,0,0,-1,NA,1,57123932,40,1,Black,1,0
21,1,39,1,1,0,-1,NA,1,44868924,40,0,White,1,0
20,1,37,1,1,1,1,High school,1,44868924,40,0,White,1,0
23,2,40,1,1,1,1,College,1,43983848,9,1,White,1,1
20,2,40,1,0,0,-1,NA,1,49344934,NA,1,White,1,0
21,2,40,1,0,0,-1,NA,1,49344934,NA,1,White,1,0
18,2,39,1,0,1,1,College,7,46927238,NA,1,White,0,1
23,1,39,1,0,0,-1,NA,1,52104559,40,0,White,1,0
20,2,40,2,0,1,1,College,1,48363980,20,1,Black,1,1
18,2,39,2,0,1,1,College,1,60401337,9,1,Black,1,1
23,1,39,4,0,0,-1,NA,1,33953488,40,0,Asian,1,0
21,2,40,1,0,1,1,College,1,20145452,NA,1,White,1,1
23,2,43,1,0,1,1,College,7,21007042,NA,1,White,0,1
23,2,40,2,0,1,2,College,1,32370001,40,1,Black,1,1
23,1,39,1,1,0,-1,NA,1,20614338,70,0,White,1,0
19,2,39,3,1,0,-1,NA,1,23752336,30,1,Other,1,0
21,1,39,2,0,0,-1,NA,7,30708456,NA,0,Black,0,0
24,1,43,1,0,1,1,College,7,22877173,NA,0,White,0,1
24,1,32,1,0,1,1,High school,7,22877173,NA,0,White,0,0
19,1,36,1,0,0,-1,NA,1,24154117,33,0,White,1,0
21,1,40,1,0,1,1,College,7,57553134,NA,0,White,0,1
18,1,40,1,0,1,1,College,7,52253027,NA,0,White,0,1
24,2,43,1,1,0,-1,NA,1,47988441,40,1,White,1,0
23,2,43,1,1,0,-1,NA,1,47988441,40,1,White,1,0
22,1,40,2,0,1,1,College,7,71019465,NA,0,Black,0,1
19,2,38,2,0,0,-1,NA,7,49170457,NA,1,Black,0,0
21,1,41,1,0,0,-1,NA,1,42954661,50,0,White,1,0
24,2,39,1,0,0,-1,NA,1,39745621,40,1,White,1,0
24,2,39,6,1,0,-1,NA,7,42008191,NA,1,Other,0,0
19,2,39,4,0,1,2,High school,7,24893461,NA,1,Asian,0,0
22,1,35,1,1,0,-1,NA,7,27579328,NA,0,White,0,0
23,1,43,1,0,0,-1,NA,1,36010826,40,0,White,1,0
24,1,43,1,0,0,-1,NA,1,36010826,40,0,White,1,0
20,1,40,4,0,1,1,College,7,22753329,NA,0,Asian,0,1
19,2,40,1,0,1,1,College,1,32094448,NA,1,White,1,1
22,2,39,1,0,0,-1,NA,1,29194531,25,1,White,1,0
22,2,34,1,0,1,1,High school,7,29194531,NA,1,White,0,0
24,1,39,1,0,0,-1,NA,4,51698736,NA,0,White,0,0
20,2,40,1,0,1,1,College,7,35641988,NA,1,White,0,1
24,2,43,4,0,1,1,College,7,33527733,NA,1,Asian,0,1
22,1,43,1,1,1,1,College,7,36703078,NA,0,White,0,1
19,2,39,1,1,1,1,College,7,31090656,NA,1,White,0,1
22,2,43,4,0,0,-1,NA,1,33114475,40,1,Asian,1,0
24,1,43,4,0,1,1,College,7,28855800,NA,0,Asian,0,1
22,2,39,4,0,0,-1,NA,1,36321206,25,1,Asian,1,0
21,1,40,4,0,1,1,College,1,27961475,40,0,Asian,1,1
18,1,39,1,0,0,-1,NA,7,23524030,NA,0,White,0,0
20,2,40,2,0,1,1,College,7,42446864,NA,1,Black,0,1
22,2,36,2,0,0,-1,NA,1,26150579,40,1,Black,1,0
23,2,42,7,0,1,1,College,1,29237908,8,1,Other,1,1
18,1,36,2,0,1,1,High school,7,35112211,NA,0,Black,0,0
24,2,42,1,1,1,1,College,1,11405075,40,1,White,1,1
22,2,42,1,1,1,1,College,1,11405075,40,1,White,1,1
22,2,43,1,1,0,-1,NA,1,11405075,40,1,White,1,0
24,2,43,4,0,0,-1,NA,7,18066728,NA,1,Asian,0,0
22,2,43,1,0,0,-1,NA,1,13322889,40,1,White,1,0
21,1,38,1,1,0,-1,NA,1,40660732,40,0,White,1,0
22,1,40,2,0,1,1,College,7,58463724,NA,0,Black,0,1
19,2,40,2,0,1,1,College,7,63137008,NA,1,Black,0,1
21,2,40,1,1,0,-1,NA,6,60378787,NA,1,White,0,0
18,2,39,2,1,1,1,College,1,64708997,25,1,Black,1,1
21,1,40,4,0,1,1,College,7,36640566,NA,0,Asian,0,1
24,1,43,4,0,0,-1,NA,1,36640566,40,0,Asian,1,0
23,2,43,6,0,0,-1,NA,1,68957158,25,1,Other,1,0
24,2,44,1,0,0,-1,NA,1,60326816,40,1,White,1,0
19,1,39,1,0,1,1,College,7,52009459,NA,0,White,0,1
22,1,39,1,0,0,-1,NA,1,61569527,33,0,White,1,0
22,2,43,2,1,0,-1,NA,1,54747065,40,1,Black,1,0
20,2,40,2,0,1,1,College,1,66774711,20,1,Black,1,1
22,1,40,2,0,1,2,College,1,35105364,35,0,Black,1,1
22,1,40,1,1,1,1,College,7,41962198,NA,0,White,0,1
20,1,40,1,1,0,-1,NA,7,40089727,NA,0,White,0,0
18,2,40,2,1,1,1,College,1,50580698,10,1,Black,1,1
22,1,42,1,1,1,1,High school,7,53617650,NA,0,White,0,0
20,1,39,1,0,0,-1,NA,4,58264642,NA,0,White,0,0
20,1,40,1,0,1,1,College,7,52867161,NA,0,White,0,1
23,2,40,1,0,1,1,College,7,59657803,NA,1,White,0,1
21,1,43,1,0,1,1,College,1,53852451,40,0,White,1,1
19,1,40,2,0,1,1,College,7,45694990,NA,0,Black,0,1
20,1,39,2,0,0,-1,NA,1,45772064,40,0,Black,1,0
24,1,34,2,0,0,-1,NA,6,55119236,NA,0,Black,0,0
24,2,42,2,0,0,-1,NA,1,47899730,40,1,Black,1,0
19,1,39,2,0,0,-1,NA,7,46487366,NA,0,Black,0,0
22,1,40,1,0,0,-1,NA,1,57175270,60,0,White,1,0
20,2,40,1,0,0,-1,NA,7,58085073,NA,1,White,0,0
22,1,40,4,0,1,1,College,7,36126017,NA,0,Asian,0,1
18,1,40,4,0,1,1,College,7,32527311,NA,0,Asian,0,1
20,1,40,1,1,1,1,College,7,63666338,NA,0,White,0,1
20,2,39,1,1,0,-1,NA,1,76788603,20,1,White,1,0
24,1,43,4,0,1,1,College,7,43571668,NA,0,Asian,0,1
22,1,43,1,0,0,-1,NA,1,57175270,40,0,White,1,0
23,2,43,1,0,0,-1,NA,1,50189109,45,1,White,1,0
24,2,43,1,0,0,-1,NA,1,50189109,50,1,White,1,0
24,2,43,1,0,0,-1,NA,1,50189109,40,1,White,1,0
22,1,44,4,0,1,1,College,7,41449572,NA,0,Asian,0,1
22,1,44,4,0,1,1,College,7,41449572,NA,0,Asian,0,1
18,1,39,1,0,0,-1,NA,1,50062555,30,0,White,1,0
22,1,35,1,1,0,-1,NA,1,37759858,40,0,White,1,0
24,2,43,1,1,0,-1,NA,1,55903136,40,1,White,1,0
23,2,44,1,0,1,1,College,7,62596534,NA,1,White,0,1
23,2,35,1,1,0,-1,NA,1,76788603,60,1,White,1,0
24,1,42,1,0,0,-1,NA,1,61289852,40,0,White,1,0
20,1,39,2,0,0,-1,NA,1,71753532,NA,0,Black,1,0
19,1,39,1,0,0,-1,NA,6,54815770,NA,0,White,0,0
20,2,40,1,0,1,1,College,7,57038394,NA,1,White,0,1
18,2,37,1,0,1,1,High school,1,55453346,25,1,White,1,0
22,1,42,1,0,0,-1,NA,1,43848608,45,0,White,1,0
21,1,38,1,1,0,-1,NA,1,36530106,40,0,White,1,0
24,2,43,1,0,0,-1,NA,1,56454896,40,1,White,1,0
21,2,39,1,1,0,-1,NA,1,40084119,40,1,White,1,0
24,1,39,1,1,0,-1,NA,1,35636611,40,0,White,1,0
22,1,42,1,0,0,-1,NA,1,51658183,40,0,White,1,0
24,2,38,1,0,0,-1,NA,6,49373541,NA,1,White,0,0
24,2,43,1,0,0,-1,NA,1,57038394,20,1,White,1,0
23,2,43,1,0,0,-1,NA,1,49561088,70,1,White,1,0
19,2,39,1,0,0,-1,NA,1,56541910,70,1,White,1,0
19,2,39,1,0,0,-1,NA,1,56541910,70,1,White,1,0
21,1,40,1,0,1,1,College,1,55277552,20,0,White,1,1
21,1,40,1,0,1,1,College,7,55277552,NA,0,White,0,1
22,1,40,1,0,1,1,College,7,55277552,NA,0,White,0,1
21,1,40,1,0,1,1,College,1,55277552,12,0,White,1,1
19,2,39,1,1,0,-1,NA,7,53539312,NA,1,White,0,0
20,2,39,1,1,0,-1,NA,7,43476520,NA,1,White,0,0
20,1,39,1,1,0,-1,NA,1,38784096,30,0,White,1,0
24,1,39,1,0,0,-1,NA,1,53649663,NA,0,White,1,0
18,1,36,1,0,1,1,High school,7,37267288,NA,0,White,0,0
23,1,43,1,1,0,-1,NA,1,30573355,40,0,White,1,0
21,2,40,1,1,1,1,College,1,43698768,30,1,White,1,1
19,1,40,1,0,1,1,College,7,39105470,NA,0,White,0,1
19,1,40,1,0,1,1,College,7,39105470,NA,0,White,0,1
19,1,40,1,0,1,1,College,7,39105470,NA,0,White,0,1
19,1,39,5,1,0,-1,NA,1,54819995,40,0,Other,1,0
23,2,33,5,1,0,-1,NA,1,51454679,40,1,Other,1,0
21,2,39,2,0,0,-1,NA,1,64682705,40,1,Black,1,0
19,1,39,2,0,0,-1,NA,1,106457804,40,0,Black,1,0
19,2,39,4,0,1,1,College,1,44935177,20,1,Asian,1,1
22,1,39,1,0,0,-1,NA,6,43575498,NA,0,White,0,0
23,2,40,1,0,1,1,College,1,37364653,NA,1,White,1,1
22,2,40,1,0,1,1,College,2,37364653,6,1,White,1,1
20,2,40,1,0,1,1,College,1,45375528,NA,1,White,1,1
20,2,40,1,0,1,1,College,1,45375528,15,1,White,1,1
20,1,40,1,0,1,1,College,2,39439980,NA,0,White,1,1
19,1,40,1,0,1,1,College,2,36111446,NA,0,White,1,1
20,1,40,1,0,1,1,College,7,39439980,NA,0,White,0,1
19,1,40,1,0,1,1,College,2,36111446,NA,0,White,1,1
23,2,39,1,0,0,-1,NA,7,37711014,NA,1,White,0,0
22,2,40,1,0,1,1,College,1,67911388,40,1,White,1,1
21,1,39,1,0,0,-1,NA,1,71178512,55,0,White,1,0
23,1,43,1,0,1,2,College,1,62375808,40,0,White,1,1
23,2,39,3,1,0,-1,NA,1,57351696,40,1,Other,1,0
21,2,39,3,1,0,-1,NA,1,57351696,40,1,Other,1,0
24,2,39,2,0,0,-1,NA,1,110514996,30,1,Black,1,0
21,1,40,1,0,1,1,College,7,54371348,NA,0,White,0,1
19,1,39,1,0,0,-1,NA,7,46860901,NA,0,White,0,0
24,1,39,1,0,0,-1,NA,4,68428577,NA,0,White,0,0
18,2,39,1,1,0,-1,NA,7,46427122,NA,1,White,0,0
22,1,44,4,0,0,-1,NA,4,46441333,NA,0,Asian,0,0
24,2,44,4,0,0,-1,NA,1,45375359,30,1,Asian,1,0
23,2,39,2,0,0,-1,NA,1,87534302,12,1,Black,1,0
19,1,39,1,0,0,-1,NA,1,54444159,40,0,White,1,0
21,1,40,1,0,0,-1,NA,1,42824081,40,0,White,1,0
21,2,40,1,0,0,-1,NA,1,39226504,40,1,White,1,0
24,1,38,1,0,0,-1,NA,7,47902781,NA,0,White,0,0
21,2,39,1,0,0,-1,NA,1,63086020,35,1,White,1,0
23,1,39,1,0,0,-1,NA,1,49232962,NA,0,White,1,0
22,2,39,1,0,0,-1,NA,7,58453142,NA,1,White,0,0
22,1,39,1,0,0,-1,NA,1,49232962,40,0,White,1,0
24,1,39,1,0,0,-1,NA,1,43709859,NA,0,White,1,0
20,1,39,1,0,0,-1,NA,1,43709859,NA,0,White,1,0
19,2,40,1,0,1,1,College,1,42266701,18,1,White,1,1
24,2,41,1,0,0,-1,NA,1,62059834,12,1,White,1,0
18,1,40,4,0,1,1,College,7,35247590,NA,0,Asian,0,1
19,2,40,1,0,1,2,College,7,48375879,NA,1,White,0,1
21,2,40,1,0,1,1,College,1,55305263,10,1,White,1,1
19,2,40,1,0,1,1,College,1,48954957,4,1,White,1,1
20,1,39,1,0,0,-1,NA,1,48766503,40,0,White,1,0
23,1,43,1,0,1,1,College,7,48766503,NA,0,White,0,1
21,2,40,4,0,1,1,College,1,51021974,NA,1,Asian,1,1
20,2,40,4,0,1,1,College,4,51021974,NA,1,Asian,0,1
19,1,40,1,0,1,1,College,7,46164161,NA,0,White,0,1
20,1,39,1,0,0,-1,NA,1,55676542,40,0,White,1,0
19,2,39,1,0,1,1,College,7,52679672,NA,1,White,0,1
22,2,40,1,0,1,1,College,1,59513139,12,1,White,1,1
19,1,39,1,0,0,-1,NA,6,61504407,NA,0,White,0,0
20,1,40,1,0,1,1,College,2,61195595,NA,0,White,1,1
19,2,40,1,0,1,1,College,7,55930128,NA,1,White,0,1
20,1,39,1,0,0,-1,NA,4,48905737,NA,0,White,0,0
19,2,39,1,0,0,-1,NA,1,44697730,NA,1,White,1,0
20,1,39,2,0,0,-1,NA,7,85787557,NA,0,Black,0,0
18,1,37,2,0,1,1,High school,7,85643103,NA,0,Black,0,0
21,2,40,1,0,1,1,College,7,55848384,NA,1,White,0,1
18,2,40,1,0,1,1,College,7,54296407,NA,1,White,0,1
24,2,42,1,0,0,-1,NA,1,42263906,30,1,White,1,0
22,1,40,1,0,1,1,College,1,52926801,40,0,White,1,1
24,2,42,1,0,0,-1,NA,7,47561167,NA,1,White,0,0
21,2,35,1,0,0,-1,NA,7,42248097,NA,1,White,0,0
22,1,35,1,0,0,-1,NA,1,46800004,40,0,White,1,0
21,2,40,1,0,1,1,College,1,55547295,10,1,White,1,1
20,2,40,1,0,1,1,College,7,55547295,NA,1,White,0,1
19,2,39,1,0,1,1,College,7,61306405,NA,1,White,0,1
19,1,40,1,0,1,1,College,7,56103598,NA,0,White,0,1
19,2,39,1,0,1,1,College,7,64737344,NA,1,White,0,1
21,1,39,1,0,0,-1,NA,7,17640687,NA,0,White,0,0
20,1,42,1,0,0,-1,NA,1,17640687,40,0,White,1,0
21,2,42,1,0,1,1,College,1,19416785,NA,1,White,1,1
18,1,36,1,0,1,1,High school,1,16016145,15,0,White,1,0
21,2,39,1,0,0,-1,NA,7,19416785,NA,1,White,0,0
24,1,43,1,0,0,-1,NA,1,33228578,40,0,White,1,0
19,2,38,1,0,0,-1,NA,7,26343561,NA,1,White,0,0
19,1,38,2,0,0,-1,NA,1,26622413,40,0,Black,1,0
23,2,39,1,0,0,-1,NA,1,47265645,40,1,White,1,0
23,1,41,1,0,0,-1,NA,1,50884996,40,0,White,1,0
24,2,43,1,0,1,1,College,7,31560064,NA,1,White,0,1
23,2,44,1,0,1,1,College,7,32073803,NA,1,White,0,1
22,2,40,1,1,1,1,College,7,26138304,NA,1,White,0,1
20,2,40,1,0,1,1,College,7,30114648,NA,1,White,0,1
18,1,37,1,0,1,1,High school,7,38245046,NA,0,White,0,0
24,2,43,1,0,1,1,College,1,33339446,15,1,White,1,1
23,2,40,1,0,1,1,College,1,31974096,15,1,White,1,1
23,2,40,1,0,1,1,College,7,31974096,NA,1,White,0,1
21,2,40,1,0,1,1,College,7,31974096,NA,1,White,0,1
20,2,39,1,0,1,1,College,7,31560064,NA,1,White,0,1
20,2,39,1,0,1,1,College,7,31560064,NA,1,White,0,1
23,1,39,1,0,0,-1,NA,1,32281664,40,0,White,1,0
20,2,39,1,0,0,-1,NA,6,39215054,NA,1,White,0,0
22,1,40,2,0,0,-1,NA,1,46387299,40,0,Black,1,0
20,2,39,2,0,0,-1,NA,1,33244956,40,1,Black,1,0
23,1,40,1,0,1,1,College,1,41622081,32,0,White,1,1
21,1,40,1,0,1,1,College,7,33379114,NA,0,White,0,1
18,1,40,1,0,1,1,College,7,30305208,NA,0,White,0,1
23,2,42,1,0,0,-1,NA,1,41095472,40,1,White,1,0
20,1,39,2,0,0,-1,NA,4,52617238,NA,0,Black,0,0
22,1,39,2,0,0,-1,NA,7,52617238,NA,0,Black,0,0
22,1,34,1,0,0,-1,NA,7,4410878,NA,0,White,0,0
20,1,40,1,1,1,1,College,7,4941241,NA,0,White,0,1
22,2,40,1,0,1,1,College,1,5667084,NA,1,White,1,1
18,2,39,1,0,0,-1,NA,7,5942835,NA,1,White,0,0
19,1,40,1,0,1,1,College,2,6072677,12,0,White,1,1
22,2,43,1,0,0,-1,NA,1,5667084,40,1,White,1,0
19,1,39,1,0,1,1,College,7,6072677,NA,0,White,0,1
24,2,43,1,0,1,1,College,7,6578559,NA,1,White,0,1
23,2,36,1,1,0,-1,NA,1,47820598,40,1,White,1,0
22,2,43,1,0,0,-1,NA,4,53283695,NA,1,White,0,0
19,1,39,1,0,0,-1,NA,1,60205121,2,0,White,1,0
20,1,40,1,0,1,1,College,1,61623545,10,0,White,1,1
21,1,31,1,0,0,-1,NA,7,52180063,NA,0,White,0,0
21,1,39,1,0,0,-1,NA,1,50309649,50,0,White,1,0
20,2,39,1,0,0,-1,NA,7,53994235,NA,1,White,0,0
20,1,39,4,0,0,-1,NA,1,48579569,50,0,Asian,1,0
22,2,35,4,0,1,1,High school,7,37070799,NA,1,Asian,0,0
23,2,32,4,0,1,1,High school,7,37070799,NA,1,Asian,0,0
22,1,31,4,0,1,1,High school,7,59056253,NA,0,Asian,0,0
23,2,39,1,1,0,-1,NA,1,41095500,40,1,White,1,0
19,2,40,2,0,1,1,College,7,45341571,NA,1,Black,0,1
22,2,42,2,0,0,-1,NA,1,69470798,40,1,Black,1,0
21,1,40,4,0,1,1,College,7,46010257,NA,0,Asian,0,1
21,1,40,2,0,1,1,College,1,40910635,15,0,Black,1,1
21,1,40,2,0,1,1,College,1,40910635,15,0,Black,1,1
21,1,40,1,0,1,1,College,7,47648836,NA,0,White,0,1
19,2,40,1,0,0,-1,NA,1,45266676,28,1,White,1,0
19,2,40,1,1,1,1,College,7,47757459,NA,1,White,0,1
20,2,40,4,0,1,1,College,7,48105049,NA,1,Asian,0,1
20,2,40,1,0,1,1,College,7,51138549,NA,1,White,0,1
22,1,39,2,0,0,-1,NA,1,43195173,25,0,Black,1,0
19,2,40,2,0,1,1,College,7,68686433,NA,1,Black,0,1
19,1,39,1,0,0,-1,NA,4,7112237,NA,0,White,0,0
18,1,40,1,0,1,1,College,7,7774201,NA,0,White,0,1
23,1,36,1,0,0,-1,NA,1,7257651,40,0,White,1,0
21,2,37,1,0,0,-1,NA,7,6722604,NA,1,White,0,0
23,2,43,1,0,0,-1,NA,4,13060357,NA,1,White,0,0
23,1,39,1,0,0,-1,NA,1,32798865,48,0,White,1,0
22,2,39,1,0,0,-1,NA,1,26389604,40,1,White,1,0
24,1,39,2,0,0,-1,NA,1,42442533,30,0,Black,1,0
18,2,37,8,0,1,1,High school,7,30541509,NA,1,Other,0,0
20,1,39,1,0,1,2,College,1,39132615,40,0,White,1,1
22,2,42,2,0,0,-1,NA,1,43477840,40,1,Black,1,0
20,2,40,1,0,1,1,College,7,33381147,NA,1,White,0,1
21,2,40,1,0,1,1,College,7,26563037,NA,1,White,0,1
18,2,39,1,0,1,1,High school,7,31165127,NA,1,White,0,0
20,2,40,2,0,1,1,College,7,15525961,NA,1,Black,0,1
21,2,39,1,0,0,-1,NA,1,10439529,40,1,White,1,0
19,1,39,1,1,0,-1,NA,7,8560461,NA,0,White,0,0
22,2,39,1,0,1,1,College,1,8101528,36,1,White,1,1
20,2,43,1,0,1,2,College,1,8101528,25,1,White,1,1
18,2,38,1,0,1,1,College,7,5015611,NA,1,White,0,1
20,1,40,1,0,1,1,College,1,3578511,NA,0,White,1,1
22,1,43,2,0,0,-1,NA,1,7612569,40,0,Black,1,0
23,1,39,1,1,0,-1,NA,1,3751466,35,0,White,1,0
24,1,43,1,0,1,2,College,1,4583388,40,0,White,1,1
22,1,39,1,0,1,2,College,1,3802844,50,0,White,1,1
20,2,39,1,0,1,1,College,7,5417964,NA,1,White,0,1
23,1,38,2,0,0,-1,NA,1,29354487,40,0,Black,1,0
22,2,39,2,0,0,-1,NA,4,27952592,NA,1,Black,0,0
21,2,43,1,0,0,-1,NA,1,19648149,40,1,White,1,0
19,2,43,1,0,0,-1,NA,1,22415648,40,1,White,1,0
18,1,39,2,0,1,1,College,4,22226058,NA,0,Black,0,1
23,1,39,1,0,0,-1,NA,1,21380916,84,0,White,1,0
24,1,43,1,0,0,-1,NA,1,26747231,36,0,White,1,0
22,1,40,1,0,1,1,College,7,26747231,NA,0,White,0,1
20,2,40,2,0,1,1,College,1,28609017,80,1,Black,1,1
23,1,42,1,0,1,1,College,7,22877173,NA,0,White,0,1
23,1,42,1,0,1,1,College,7,22877173,NA,0,White,0,1
23,2,39,1,0,0,-1,NA,1,19648149,40,1,White,1,0
22,2,40,1,0,1,1,College,1,29194531,NA,1,White,1,1
20,2,40,1,0,0,-1,NA,1,35641988,10,1,White,1,0
19,2,40,1,0,1,1,College,7,31549474,NA,1,White,0,1
19,1,41,1,0,1,1,College,1,26148786,20,0,White,1,1
24,2,43,1,0,0,-1,NA,7,29194531,NA,1,White,0,0
24,2,43,1,0,0,-1,NA,1,37842303,40,1,White,1,0
21,1,39,1,0,0,-1,NA,1,28380319,30,0,White,1,0
18,1,37,1,0,1,1,High school,7,30400236,NA,0,White,0,0
18,1,37,2,0,1,1,High school,7,26075697,NA,0,Black,0,0
24,2,40,2,0,0,-1,NA,1,26150579,40,1,Black,1,0
24,1,39,2,0,0,-1,NA,1,35286318,40,0,Black,1,0
24,2,39,1,0,0,-1,NA,1,23956404,8,1,White,1,0
20,1,40,1,0,0,-1,NA,1,21960996,40,0,White,1,0
24,2,44,1,0,0,-1,NA,1,13429868,38,1,White,1,0
20,2,39,1,0,0,-1,NA,1,14098989,40,1,White,1,0
23,1,43,4,0,0,-1,NA,1,7892709,40,0,Asian,1,0
24,1,43,2,0,0,-1,NA,1,27027609,55,0,Black,1,0
19,1,39,2,0,0,-1,NA,1,38255087,60,0,Black,1,0
24,1,43,1,0,0,-1,NA,1,34275182,40,0,White,1,0
18,1,39,2,0,0,-1,NA,7,31391940,NA,0,Black,0,0
23,2,39,4,0,0,-1,NA,7,24686091,NA,1,Asian,0,0
19,2,40,4,0,1,1,College,7,22485295,NA,1,Asian,0,1
23,2,40,1,0,0,-1,NA,1,44868270,40,1,White,1,0
19,1,40,1,0,1,1,College,7,46643114,NA,0,White,0,1
24,2,39,1,0,0,-1,NA,7,47999837,NA,1,White,0,0
20,1,39,1,0,0,-1,NA,7,39513259,NA,0,White,0,0
22,2,40,1,0,0,-1,NA,1,6722604,55,1,White,1,0
23,1,39,1,0,0,-1,NA,4,7668916,NA,0,White,0,0
