age,sex,education,race,hispanic,enrolled,full_time,school_level,labor_status,weight,usual_hours,female,race_group,employed,college_enrolled
24,1,43,2,1,0,-1,NA,6,60153302,NA,0,Black,0,0
23,1,38,1,1,0,-1,NA,6,43346783,NA,0,White,0,0
22,2,41,1,0,1,1,College,1,47601443,32,1,White,1,1
21,2,40,4,0,1,1,College,1,44786438,32,1,Asian,1,1
20,2,40,4,0,1,1,College,7,55373314,NA,1,Asian,0,1
21,2,40,4,0,1,2,College,1,55373314,30,1,Asian,1,1
21,1,44,4,0,0,-1,NA,1,34408642,40,0,Asian,1,0
18,2,40,1,1,1,1,College,1,62063804,4,1,White,1,1
20,1,40,1,1,1,1,College,7,41285144,NA,0,White,0,1
22,1,43,1,1,0,-1,NA,1,41285144,40,0,White,1,0
20,1,40,1,1,1,1,College,7,42085145,NA,0,White,0,1
24,2,39,1,1,0,-1,NA,1,44951515,40,1,White,1,0
22,2,39,1,1,0,-1,NA,4,44951515,NA,1,White,0,0
24,2,43,1,0,0,-1,NA,1,51106941,40,1,White,1,0
22,1,39,1,1,0,-1,NA,1,51728181,NA,0,White,1,0
19,2,39,1,1,0,-1,NA,4,56171974,NA,1,White,0,0
24,2,40,1,0,0,-1,NA,6,62207999,NA,1,White,0,0
19,1,40,7,1,1,1,College,7,74785774,NA,0,Other,0,1
19,1,38,1,1,1,1,College,4,39773668,NA,0,White,0,1
19,1,37,1,1,1,1,High school,4,39773668,NA,0,White,0,0
22,2,42,1,1,1,1,College,7,46600851,NA,1,White,0,1
24,1,39,1,1,0,-1,NA,1,51425927,40,0,White,1,0
24,1,40,1,1,0,-1,NA,1,41285144,20,0,White,1,0
19,1,39,1,0,1,1,College,7,50701461,NA,0,White,0,1
21,2,39,5,1,0,-1,NA,7,50125177,NA,1,Other,0,0
24,1,40,4,0,0,-1,NA,7,30501210,NA,0,Asian,0,0
19,1,40,4,0,1,1,College,1,39135282,20,0,Asian,1,1
19,2,40,4,0,1,1,College,7,70400664,NA,1,Asian,0,1
20,2,40,4,0,1,1,College,1,59720964,15,1,Asian,1,1
22,2,43,4,0,1,1,College,7,59720964,NA,1,Asian,0,1
21,1,39,1,1,0,-1,NA,2,41190450,8,0,White,1,0
19,1,39,1,1,1,1,College,1,44400675,5,0,White,1,1
22,2,40,1,1,1,1,College,1,47428414,8,1,White,1,1
23,1,43,1,0,0,-1,NA,1,50822561,40,0,White,1,0
21,2,40,5,1,1,1,College,1,69908982,20,1,Other,1,1
22,1,40,5,1,0,-1,NA,7,67781511,NA,0,Other,0,0
21,1,41,7,1,1,1,College,7,74895287,NA,0,Other,0,1
21,1,40,1,1,0,-1,NA,1,49443572,40,0,White,1,0
18,1,39,1,1,1,1,College,7,58359647,NA,0,White,0,1
19,2,40,1,1,1,1,College,1,47540318,20,1,White,1,1
21,2,40,1,1,0,-1,NA,1,58285119,40,1,White,1,0
23,2,42,1,1,1,1,College,7,46299082,NA,1,White,0,1
22,1,40,2,0,1,2,College,4,50520588,NA,0,Black,0,1
19,2,39,1,1,0,-1,NA,7,58303964,NA,1,White,0,0
20,1,39,1,0,0,-1,NA,1,51274208,40,0,White,1,0
23,1,43,1,1,0,-1,NA,1,44701832,40,0,White,1,0
19,2,40,1,1,1,1,College,7,58303964,NA,1,White,0,1
22,2,39,2,0,0,-1,NA,1,35423231,40,1,Black,1,0
22,1,40,4,0,1,1,College,1,29162822,15,0,Asian,1,1
20,2,40,4,0,1,1,College,1,44529251,20,1,Asian,1,1
23,2,39,1,1,0,-1,NA,7,39388412,NA,1,White,0,0
20,2,39,1,0,0,-1,NA,7,49333205,NA,1,White,0,0
20,1,39,1,0,0,-1,NA,1,47236679,55,0,White,1,0
22,1,40,1,0,0,-1,NA,1,49509737,45,0,White,1,0
21,1,39,1,0,0,-1,NA,1,37515600,40,0,White,1,0
24,1,39,1,0,0,-1,NA,1,35668928,60,0,White,1,0
19,2,40,1,1,0,-1,NA,7,48891427,NA,1,White,0,0
19,1,39,1,0,0,-1,NA,7,53757281,NA,0,White,0,0
21,2,39,1,0,0,-1,NA,1,10613040,35,1,White,1,0
19,1,39,1,0,1,2,College,1,8430102,40,0,White,1,1
22,1,39,9,0,0,-1,NA,6,13875726,NA,0,Other,0,0
18,1,37,21,0,1,1,High school,1,13269356,NA,0,Other,1,0
24,2,43,4,0,0,-1,NA,1,8431824,40,1,Asian,1,0
21,2,40,4,0,1,1,College,7,8860150,NA,1,Asian,0,1
19,1,39,4,0,1,2,High school,4,12959970,NA,0,Asian,0,0
18,1,39,1,1,0,-1,NA,6,10391192,NA,0,White,0,0
18,2,34,1,0,0,-1,NA,5,9303796,NA,1,White,0,0
18,1,39,1,0,0,-1,NA,1,14241012,20,0,White,1,0
18,1,37,1,0,1,1,High school,1,10743307,20,0,White,1,0
23,1,40,1,0,1,2,College,1,13378153,40,0,White,1,1
23,2,40,1,0,0,-1,NA,1,10284462,40,1,White,1,0
22,2,39,1,0,0,-1,NA,1,10284462,40,1,White,1,0
23,1,39,1,0,0,-1,NA,1,9338736,40,0,White,1,0
23,2,39,1,0,0,-1,NA,1,12354677,40,1,White,1,0
18,1,39,1,0,1,1,College,7,14241012,NA,0,White,0,1
18,2,37,1,0,0,-1,NA,1,9878406,40,1,White,1,0
21,1,42,1,0,1,1,College,1,11439669,20,0,White,1,1
18,1,39,1,1,1,1,College,7,49167881,NA,0,White,0,1
23,2,39,1,1,0,-1,NA,1,45255581,40,1,White,1,0
20,2,40,1,1,1,2,College,1,45255581,40,1,White,1,1
21,1,40,1,1,1,2,College,1,57720585,25,0,White,1,1
18,1,38,1,1,1,1,High school,7,63499713,NA,0,White,0,0
24,2,39,1,1,0,-1,NA,1,51206671,40,1,White,1,0
19,1,40,1,0,1,1,College,1,39658275,6,0,White,1,1
20,1,40,1,0,1,1,College,7,47830084,NA,0,White,0,1
19,1,40,1,0,1,1,College,7,39658275,NA,0,White,0,1
20,1,40,6,0,1,1,College,1,53380484,6,0,Other,1,1
18,1,37,1,1,1,1,High school,7,52201651,NA,0,White,0,0
24,2,46,1,0,0,-1,NA,1,51533397,40,1,White,1,0
23,2,43,1,0,1,1,College,7,51533397,NA,1,White,0,1
19,1,39,4,0,1,1,College,7,31097684,NA,0,Asian,0,1
19,1,39,4,0,1,1,College,7,31097684,NA,0,Asian,0,1
20,1,39,1,1,1,1,College,7,36053785,NA,0,White,0,1
24,1,40,1,0,0,-1,NA,1,51419279,40,0,White,1,0
18,2,39,1,0,1,1,College,7,44967943,NA,1,White,0,1
19,2,40,1,1,1,1,College,7,40564383,NA,1,White,0,1
18,2,40,1,1,1,1,College,1,45082569,10,1,White,1,1
18,2,39,1,0,1,1,College,7,65340462,NA,1,White,0,1
18,1,40,1,0,0,-1,NA,1,44251349,35,0,White,1,0
24,2,43,8,0,0,-1,NA,1,93022493,40,1,Other,1,0
18,1,40,8,0,1,1,College,7,52160974,NA,0,Other,0,1
21,2,40,1,0,0,-1,NA,1,56570052,20,1,White,1,0
24,1,35,2,0,0,-1,NA,6,64302174,NA,0,Black,0,0
19,1,36,2,0,1,1,College,7,72631480,NA,0,Black,0,1
18,1,38,2,0,1,1,High school,1,72631480,6,0,Black,1,0
24,1,39,1,0,0,-1,NA,6,44137582,NA,0,White,0,0
21,1,39,1,0,0,-1,NA,1,44137582,35,0,White,1,0
20,1,39,2,0,0,-1,NA,1,46732112,40,0,Black,1,0
20,1,39,2,1,0,-1,NA,1,65674167,40,0,Black,1,0
21,1,38,1,0,1,1,High school,7,48430978,NA,0,White,0,0
23,1,39,1,0,0,-1,NA,7,51383637,NA,0,White,0,0
22,1,39,1,0,0,-1,NA,1,51383637,40,0,White,1,0
24,2,39,1,1,1,2,College,1,51902667,40,1,White,1,1
20,1,40,1,0,1,1,College,2,40863301,8,0,White,1,1
23,2,40,1,0,0,-1,NA,1,63947815,32,1,White,1,0
22,1,40,8,0,0,-1,NA,1,73829586,35,0,Other,1,0
19,2,40,1,0,1,1,College,7,45445844,NA,1,White,0,1
18,2,40,1,0,1,1,College,7,75026880,NA,1,White,0,1
19,2,39,1,0,0,-1,NA,1,52794053,40,1,White,1,0
23,1,43,2,0,0,-1,NA,1,67295112,40,0,Black,1,0
18,2,37,2,0,1,1,High school,7,48974796,NA,1,Black,0,0
24,2,40,1,0,0,-1,NA,7,52763840,NA,1,White,0,0
20,2,40,1,0,1,1,College,1,45703324,30,1,White,1,1
18,1,37,1,0,1,1,High school,1,44603474,20,0,White,1,0
20,1,40,1,0,0,-1,NA,1,40863301,30,0,White,1,0
21,2,39,1,0,0,-1,NA,6,45535008,NA,1,White,0,0
21,2,40,1,0,0,-1,NA,1,45703324,40,1,White,1,0
21,1,40,1,0,0,-1,NA,1,30606565,40,0,White,1,0
22,1,41,3,0,0,-1,NA,6,46543145,NA,0,Other,0,0
19,2,39,1,0,0,-1,NA,4,25287084,NA,1,White,0,0
20,1,39,1,0,0,-1,NA,1,28829183,40,0,White,1,0
20,2,38,1,0,0,-1,NA,2,28567257,36,1,White,1,0
23,1,41,1,1,0,-1,NA,7,30222545,NA,0,White,0,0
22,1,39,1,0,0,-1,NA,1,25599737,40,0,White,1,0
20,1,39,1,0,0,-1,NA,6,25599737,NA,0,White,0,0
24,2,39,1,1,0,-1,NA,4,29114349,NA,1,White,0,0
22,2,37,1,1,0,-1,NA,4,25318495,NA,1,White,0,0
24,2,39,1,1,0,-1,NA,7,25318495,NA,1,White,0,0
24,1,43,1,0,0,-1,NA,1,27519466,40,0,White,1,0
19,2,40,1,0,1,1,College,1,28281087,15,1,White,1,1
20,2,39,1,0,1,1,College,1,25566728,8,1,White,1,1
19,2,39,1,0,1,1,College,1,22631084,NA,1,White,1,1
19,2,39,1,0,1,1,College,1,22631084,9,1,White,1,1
23,1,44,4,0,1,1,College,4,24913876,NA,0,Asian,0,1
23,2,44,4,0,1,1,College,1,24050129,17,1,Asian,1,1
20,1,39,1,0,1,1,College,7,25801142,NA,0,White,0,1
21,1,39,1,0,1,1,College,7,25801142,NA,0,White,0,1
18,2,37,1,0,0,-1,NA,1,29836289,40,1,White,1,0
20,1,39,1,0,0,-1,NA,1,33445875,30,0,White,1,0
19,1,39,1,0,1,1,College,2,22407143,5,0,White,1,1
20,1,40,1,0,1,1,College,1,22747582,12,0,White,1,1
21,1,39,1,0,0,-1,NA,7,19562402,NA,0,White,0,0
21,2,40,1,0,1,2,College,1,23957888,40,1,White,1,1
22,1,39,6,1,0,-1,NA,3,19386418,NA,0,Other,0,0
23,2,39,1,1,0,-1,NA,1,18835827,40,1,White,1,0
18,1,39,1,0,1,1,College,1,17885909,20,0,White,1,1
23,1,39,1,0,0,-1,NA,1,22768689,35,0,White,1,0
24,2,41,1,0,0,-1,NA,7,31142868,NA,1,White,0,0
24,2,39,1,1,0,-1,NA,1,30833421,35,1,White,1,0
23,1,40,1,1,0,-1,NA,7,19172854,NA,0,White,0,0
23,2,35,1,1,0,-1,NA,1,29398565,20,1,White,1,0
24,1,39,2,1,0,-1,NA,1,24259257,20,0,Black,1,0
22,1,39,2,1,0,-1,NA,1,24259257,20,0,Black,1,0
20,2,40,1,0,1,1,College,7,57050674,NA,1,White,0,1
18,1,40,1,0,1,1,College,7,48632098,NA,0,White,0,1
19,1,37,16,0,0,-1,NA,1,59512104,25,0,Other,1,0
18,1,38,1,1,1,1,High school,7,62908736,NA,0,White,0,0
20,1,40,1,0,1,1,College,7,49692579,NA,0,White,0,1
22,1,39,1,0,0,-1,NA,1,54547044,30,0,White,1,0
23,1,39,1,0,0,-1,NA,1,54547044,40,0,White,1,0
22,1,40,1,0,1,1,College,4,58919825,NA,0,White,0,1
19,1,39,1,0,0,-1,NA,4,49771184,NA,0,White,0,0
23,1,43,1,0,0,-1,NA,1,48969178,40,0,White,1,0
21,2,36,1,0,1,1,High school,6,66864380,NA,1,White,0,0
19,1,39,1,0,1,1,College,4,40518473,NA,0,White,0,1
18,1,37,1,0,1,1,High school,6,47104847,NA,0,White,0,0
19,1,39,1,0,0,-1,NA,1,44300866,15,0,White,1,0
23,2,43,1,0,1,1,College,1,56906224,20,1,White,1,1
21,2,40,1,0,1,2,College,1,49825203,NA,1,White,1,1
23,1,39,2,0,0,-1,NA,1,55957826,40,0,Black,1,0
21,1,40,1,0,1,1,College,7,64954663,NA,0,White,0,1
23,1,37,1,0,0,-1,NA,4,62555313,NA,0,White,0,0
19,2,39,1,0,1,2,College,1,71387316,20,1,White,1,1
20,2,36,1,0,0,-1,NA,6,53845402,NA,1,White,0,0
18,1,39,1,0,1,1,College,1,66893317,20,0,White,1,1
24,2,39,1,1,0,-1,NA,1,42619357,40,1,White,1,0
24,1,40,1,0,1,1,College,1,40233622,40,0,White,1,1
18,1,40,4,0,1,1,College,7,35862977,NA,0,Asian,0,1
18,1,40,4,0,1,1,College,7,35862977,NA,0,Asian,0,1
18,2,40,1,0,1,1,College,7,56302777,NA,1,White,0,1
21,2,42,1,0,0,-1,NA,1,68244991,NA,1,White,1,0
18,2,42,1,0,1,1,College,7,68019159,NA,1,White,0,1
21,1,39,1,1,0,-1,NA,1,46924703,25,0,White,1,0
21,1,42,2,0,0,-1,NA,1,55930260,40,0,Black,1,0
21,2,40,1,0,0,-1,NA,1,41903898,32,1,White,1,0
24,2,42,1,1,1,1,College,1,42619357,NA,1,White,1,1
21,1,39,1,0,0,-1,NA,1,48020180,40,0,White,1,0
22,1,39,1,0,0,-1,NA,1,40233622,40,0,White,1,0
18,1,36,1,0,1,1,High school,7,38779470,NA,0,White,0,0
22,1,39,1,0,0,-1,NA,1,60434825,50,0,White,1,0
19,2,42,1,1,1,1,College,1,52630589,20,1,White,1,1
23,2,39,1,0,0,-1,NA,1,54786197,20,1,White,1,0
20,1,40,2,0,1,1,College,1,67437953,12,0,Black,1,1
18,2,39,1,0,0,-1,NA,2,55442066,40,1,White,1,0
20,1,39,2,0,1,1,College,7,45374861,NA,0,Black,0,1
19,1,40,1,0,1,1,College,7,35664349,NA,0,White,0,1
20,1,39,1,0,1,1,College,4,41636555,NA,0,White,0,1
19,1,39,1,0,1,1,College,7,35171534,NA,0,White,0,1
19,1,39,1,0,1,1,College,1,35171534,15,0,White,1,1
18,1,40,1,0,1,1,College,4,38512445,NA,0,White,0,1
24,2,43,1,0,0,-1,NA,1,55374512,40,1,White,1,0
19,2,40,1,0,1,1,College,1,62502992,10,1,White,1,1
23,1,36,1,0,1,1,High school,7,39809727,NA,0,White,0,0
22,2,38,1,1,0,-1,NA,7,65060047,NA,1,White,0,0
22,2,41,2,0,0,-1,NA,1,43800341,40,1,Black,1,0
21,1,39,2,0,0,-1,NA,1,48171694,40,0,Black,1,0
21,1,39,1,0,0,-1,NA,1,36593590,40,0,White,1,0
19,2,39,1,0,0,-1,NA,1,40286143,30,1,White,1,0
24,2,39,1,0,0,-1,NA,7,53831397,NA,1,White,0,0
21,1,39,1,0,0,-1,NA,7,9221628,NA,0,White,0,0
24,2,43,1,0,0,-1,NA,1,6264500,40,1,White,1,0
20,1,40,1,0,1,1,College,1,6515748,8,0,White,1,1
22,1,40,1,0,1,1,College,1,9586573,NA,0,White,1,1
24,1,44,1,0,0,-1,NA,1,6919045,45,0,White,1,0
20,1,39,1,0,0,-1,NA,1,9234201,35,0,White,1,0
18,2,40,1,0,0,-1,NA,1,7788832,35,1,White,1,0
18,2,39,1,0,1,1,College,7,13669710,NA,1,White,0,1
18,1,37,1,1,1,1,High school,3,12143506,NA,0,White,0,0
24,2,35,1,1,0,-1,NA,1,14847918,40,1,White,1,0
22,1,40,2,0,1,1,College,7,28141861,NA,0,Black,0,1
18,1,37,2,0,1,1,High school,7,31787183,NA,0,Black,0,0
19,1,39,1,0,0,-1,NA,1,12088616,35,0,White,1,0
22,1,40,1,0,1,2,College,1,12027395,30,0,White,1,1
22,2,43,1,0,0,-1,NA,1,15306915,50,1,White,1,0
23,1,38,11,0,0,-1,NA,7,48587891,NA,0,Other,0,0
20,1,39,1,1,0,-1,NA,7,19837335,NA,0,White,0,0
22,2,39,1,1,0,-1,NA,1,23310061,43,1,White,1,0
23,1,39,1,0,0,-1,NA,1,23128598,40,0,White,1,0
18,1,40,1,1,1,1,College,1,20250251,25,0,White,1,1
20,2,34,1,1,0,-1,NA,1,14377183,30,1,White,1,0
19,2,40,1,1,1,1,College,3,14439980,NA,1,White,0,1
20,1,39,1,1,0,-1,NA,1,10971448,50,0,White,1,0
23,1,39,1,0,0,-1,NA,4,13735556,NA,0,White,0,0
19,2,40,1,1,1,2,College,1,16272994,40,1,White,1,1
22,1,43,1,0,0,-1,NA,1,14837982,40,0,White,1,0
22,2,39,1,1,0,-1,NA,1,17655585,NA,1,White,1,0
19,1,34,1,1,0,-1,NA,1,15192021,NA,0,White,1,0
18,1,39,1,1,0,-1,NA,1,12477571,40,0,White,1,0
19,1,39,1,1,0,-1,NA,1,14511230,40,0,White,1,0
22,2,39,1,1,0,-1,NA,1,14174730,40,1,White,1,0
20,1,39,1,1,0,-1,NA,6,10479791,NA,0,White,0,0
19,1,38,3,0,0,-1,NA,4,7568551,NA,0,Other,0,0
23,2,43,3,0,0,-1,NA,1,7894154,40,1,Other,1,0
20,1,41,3,0,0,-1,NA,1,7595867,40,0,Other,1,0
24,1,43,1,0,0,-1,NA,1,7590079,40,0,White,1,0
18,1,39,1,0,0,-1,NA,1,6316092,40,0,White,1,0
22,2,39,1,0,0,-1,NA,1,6098629,NA,1,White,1,0
23,1,40,1,0,0,-1,NA,7,6491000,NA,0,White,0,0
21,1,40,1,0,0,-1,NA,1,6891985,40,0,White,1,0
22,2,40,1,0,1,1,College,1,6475375,40,1,White,1,1
24,2,43,3,0,1,1,College,1,8743389,40,1,Other,1,1
20,2,39,2,0,1,2,College,1,7749723,20,1,Black,1,1
22,2,39,2,0,0,-1,NA,6,7749723,NA,1,Black,0,0
22,2,40,1,0,1,2,College,1,7832901,40,1,White,1,1
20,2,40,1,0,1,2,College,1,5546322,30,1,White,1,1
18,1,37,1,0,1,1,High school,1,6323305,10,0,White,1,0
23,1,39,1,0,0,-1,NA,1,6031302,40,0,White,1,0
22,1,39,1,0,0,-1,NA,1,6031302,40,0,White,1,0
22,1,39,1,0,0,-1,NA,1,6031302,40,0,White,1,0
23,1,39,1,0,0,-1,NA,1,6031302,40,0,White,1,0
24,2,40,1,0,0,-1,NA,1,22581155,40,1,White,1,0
24,2,40,3,0,0,-1,NA,1,22338856,40,1,Other,1,0
19,1,40,1,0,1,1,College,7,27225554,NA,0,White,0,1
18,2,38,1,0,1,1,High school,2,32343198,12,1,White,1,0
21,2,39,7,0,0,-1,NA,4,36675668,NA,1,Other,0,0
23,2,39,1,0,0,-1,NA,1,37114243,32,1,White,1,0
19,2,39,1,0,1,1,College,1,29262279,21,1,White,1,1
21,1,39,1,0,0,-1,NA,4,27397467,NA,0,White,0,0
20,1,39,1,0,0,-1,NA,1,28841908,40,0,White,1,0
21,2,39,3,0,1,2,College,1,26015646,28,1,Other,1,1
24,1,37,3,0,0,-1,NA,1,40842927,40,0,Other,1,0
21,2,39,3,0,0,-1,NA,1,26015646,40,1,Other,1,0
22,1,40,1,1,1,1,College,7,29201739,NA,0,White,0,1
22,1,40,1,0,0,-1,NA,1,33530970,50,0,White,1,0
22,1,40,1,0,1,1,College,1,35610789,NA,0,White,1,1
18,1,40,1,0,1,2,College,1,35702578,24,0,White,1,1
19,1,40,1,0,1,1,College,7,33266532,NA,0,White,0,1
20,2,40,1,0,1,1,College,7,41351689,NA,1,White,0,1
20,1,40,1,0,1,1,College,7,34815775,NA,0,White,0,1
22,2,40,4,0,1,2,College,1,23557702,30,1,Asian,1,1
20,1,40,1,0,1,1,College,7,35213530,NA,0,White,0,1
19,1,42,1,1,1,1,College,1,29789418,40,0,White,1,1
22,2,40,1,1,1,1,College,7,35965788,NA,1,White,0,1
22,2,39,1,0,0,-1,NA,2,7328228,15,1,White,1,0
23,1,39,1,0,0,-1,NA,1,7848983,40,0,White,1,0
24,1,39,1,0,0,-1,NA,1,5738979,40,0,White,1,0
24,1,39,1,0,0,-1,NA,1,5738979,NA,0,White,1,0
23,2,42,1,0,0,-1,NA,1,8102213,40,1,White,1,0
22,2,35,1,0,0,-1,NA,6,8102213,NA,1,White,0,0
18,1,39,1,0,1,2,College,1,8848835,35,0,White,1,1
22,2,40,1,0,0,-1,NA,1,7343138,42,1,White,1,0
18,1,37,1,1,1,1,High school,7,7569045,NA,0,White,0,0
24,2,43,1,0,1,1,College,7,9060958,NA,1,White,0,1
22,1,39,1,0,0,-1,NA,1,9596394,25,0,White,1,0
22,1,39,1,1,0,-1,NA,1,5609660,40,0,White,1,0
22,2,39,1,1,0,-1,NA,1,5709257,40,1,White,1,0
21,2,41,1,1,1,1,College,1,47816574,40,1,White,1,1
18,2,37,1,1,1,1,High school,7,62336719,NA,1,White,0,0
23,2,40,1,1,0,-1,NA,7,50766966,NA,1,White,0,0
23,1,41,1,1,0,-1,NA,1,44085787,60,0,White,1,0
24,1,40,1,0,0,-1,NA,7,72812793,NA,0,White,0,0
20,2,43,1,1,0,-1,NA,4,67460900,NA,1,White,0,0
19,1,39,2,0,0,-1,NA,7,65357878,NA,0,Black,0,0
24,2,40,2,0,0,-1,NA,1,86002120,40,1,Black,1,0
18,2,40,4,0,1,1,College,7,33969595,NA,1,Asian,0,1
23,2,42,1,0,1,2,College,1,53951062,30,1,White,1,1
19,2,38,1,0,0,-1,NA,7,55821201,NA,1,White,0,0
18,1,39,1,1,1,1,High school,7,73314877,NA,0,White,0,0
21,2,42,1,1,1,1,College,7,64710858,NA,1,White,0,1
22,1,43,1,1,0,-1,NA,1,56194596,32,0,White,1,0
21,1,40,1,1,1,1,College,1,61079696,10,0,White,1,1
21,1,40,1,1,1,1,College,7,61079696,NA,0,White,0,1
19,2,39,1,1,0,-1,NA,1,71210783,38,1,White,1,0
18,1,37,1,0,1,1,High school,1,75686608,4,0,White,1,0
19,2,40,1,0,1,1,College,7,70942199,NA,1,White,0,1
22,1,39,1,1,0,-1,NA,1,63008085,NA,0,White,1,0
22,1,43,1,0,0,-1,NA,4,60103197,NA,0,White,0,0
22,2,40,2,0,0,-1,NA,1,78581769,40,1,Black,1,0
24,2,44,1,0,0,-1,NA,1,57858928,40,1,White,1,0
18,1,35,3,0,0,-1,NA,1,69071981,40,0,Other,1,0
18,2,40,2,0,1,1,College,1,87075735,24,1,Black,1,1
18,1,38,2,0,1,1,High school,7,95210498,NA,0,Black,0,0
19,1,39,1,0,0,-1,NA,1,52746250,35,0,White,1,0
22,1,39,1,0,0,-1,NA,1,49386258,40,0,White,1,0
20,1,39,7,1,1,1,High school,6,72753663,NA,0,Other,0,0
24,2,39,1,1,0,-1,NA,1,54957019,35,1,White,1,0
24,2,42,1,1,0,-1,NA,1,52003124,40,1,White,1,0
22,1,38,1,1,0,-1,NA,1,63008085,40,0,White,1,0
18,2,38,1,1,1,1,High school,7,57362978,NA,1,White,0,0
24,2,40,1,1,0,-1,NA,7,51484904,NA,1,White,0,0
20,2,40,4,0,1,1,College,1,50367104,18,1,Asian,1,1
24,1,40,1,1,0,-1,NA,4,60610934,NA,0,White,0,0
24,2,40,4,0,0,-1,NA,1,52736361,20,1,Asian,1,0
23,2,39,1,0,0,-1,NA,7,54476692,NA,1,White,0,0
19,2,40,1,0,1,1,College,7,66008525,NA,1,White,0,1
18,1,37,1,0,1,1,High school,7,70422985,NA,0,White,0,0
23,1,35,1,0,0,-1,NA,6,56223704,NA,0,White,0,0
20,1,40,1,1,1,1,College,7,66895827,NA,0,White,0,1
21,2,39,2,0,0,-1,NA,1,95110304,40,1,Black,1,0
19,2,40,1,0,1,1,College,4,58864136,NA,1,White,0,1
20,2,40,1,1,1,1,College,7,48778441,NA,1,White,0,1
19,2,40,1,1,1,2,College,7,39894441,NA,1,White,0,1
18,2,40,1,1,1,2,College,1,66226227,20,1,White,1,1
19,1,35,1,1,0,-1,NA,7,70915803,NA,0,White,0,0
24,2,39,1,0,0,-1,NA,1,52423056,40,1,White,1,0
20,2,40,1,0,0,-1,NA,1,52282616,20,1,White,1,0
20,1,39,1,0,0,-1,NA,1,58673602,50,0,White,1,0
21,1,40,1,0,0,-1,NA,4,56223704,NA,0,White,0,0
20,1,40,1,0,1,1,College,7,56223704,NA,0,White,0,1
20,2,38,1,1,0,-1,NA,7,54240421,NA,1,White,0,0
19,1,40,4,0,1,1,College,7,40796726,NA,0,Asian,0,1
20,2,40,4,0,1,1,College,7,50367104,NA,1,Asian,0,1
18,2,40,2,0,1,1,College,7,56735020,NA,1,Black,0,1
18,1,39,1,1,0,-1,NA,7,66679450,NA,0,White,0,0
21,1,39,1,1,0,-1,NA,1,51353221,40,0,White,1,0
24,2,39,1,1,0,-1,NA,1,50766966,20,1,White,1,0
24,1,39,1,1,0,-1,NA,1,56554508,40,0,White,1,0
24,2,39,1,1,0,-1,NA,1,62372050,16,1,White,1,0
18,2,39,1,0,1,2,College,1,53971378,20,1,White,1,1
23,2,43,1,0,1,1,College,5,66020339,NA,1,White,0,1
24,1,43,1,0,1,1,College,1,86875133,40,0,White,1,1
19,1,40,1,0,1,1,College,7,73385795,NA,0,White,0,1
19,2,43,1,0,1,1,College,7,75319495,NA,1,White,0,1
18,2,39,4,0,1,1,College,7,66002874,NA,1,Asian,0,1
18,2,40,1,0,1,1,College,7,24999159,NA,1,White,0,1
18,1,38,1,1,1,1,High school,7,19924383,NA,0,White,0,0
24,1,40,1,0,1,1,College,1,23119972,10,0,White,1,1
19,2,40,1,0,1,1,College,1,21233547,15,1,White,1,1
22,1,39,1,0,0,-1,NA,6,25953021,NA,0,White,0,0
18,2,39,1,0,0,-1,NA,7,26490303,NA,1,White,0,0
19,1,39,1,0,0,-1,NA,1,22484319,25,0,White,1,0
22,1,39,1,0,0,-1,NA,1,25957589,40,0,White,1,0
22,2,39,1,0,0,-1,NA,1,20641744,40,1,White,1,0
21,2,40,1,0,1,2,College,1,21311335,40,1,White,1,1
24,2,39,1,0,0,-1,NA,6,21311335,NA,1,White,0,0
22,1,39,1,0,0,-1,NA,1,19737349,NA,0,White,1,0
22,1,40,1,0,1,1,College,1,24545758,10,0,White,1,1
24,1,42,1,0,0,-1,NA,1,23330696,40,0,White,1,0
23,2,43,1,0,0,-1,NA,1,17283975,60,1,White,1,0
23,2,43,1,0,0,-1,NA,1,25673802,40,1,White,1,0
21,1,40,1,0,1,1,College,1,24454098,16,0,White,1,1
19,1,39,1,0,0,-1,NA,1,21185732,40,0,White,1,0
23,1,39,1,0,0,-1,NA,1,21979357,50,0,White,1,0
23,2,40,1,0,1,1,College,1,15397245,10,1,White,1,1
22,2,40,1,0,1,1,College,7,15397245,NA,1,White,0,1
23,2,40,1,0,1,1,College,1,15397245,15,1,White,1,1
23,2,40,1,0,1,1,College,1,15397245,8,1,White,1,1
23,2,40,1,0,1,1,College,1,15397245,20,1,White,1,1
23,2,40,1,0,1,1,College,1,15397245,5,1,White,1,1
21,2,40,1,0,1,1,College,7,15397245,NA,1,White,0,1
24,2,40,1,0,1,1,College,1,15397245,10,1,White,1,1
19,2,40,1,0,0,-1,NA,1,17565991,20,1,White,1,0
22,2,40,1,0,1,1,College,7,15397245,NA,1,White,0,1
19,2,40,1,0,1,1,College,1,17565991,10,1,White,1,1
23,2,40,1,0,1,1,College,4,15397245,NA,1,White,0,1
20,2,40,1,0,0,-1,NA,7,21391216,NA,1,White,0,0
24,1,39,1,1,0,-1,NA,1,16358842,40,0,White,1,0
20,2,42,1,0,0,-1,NA,1,32188420,50,1,White,1,0
23,2,39,1,0,0,-1,NA,1,24277407,26,1,White,1,0
19,1,39,1,0,0,-1,NA,1,19173280,40,0,White,1,0
21,1,39,1,0,0,-1,NA,1,23330696,40,0,White,1,0
